Package Title,Version,Authors,Description,Declared License,Discovered License(s),Package Manager,Package Homepage,Dependency Path(s),Issue Resolution Notes
provider,6.1.2,,A wrapper around InheritedWidget to make them easier to use and more reusable.,MIT,Apache-2.0; BSD-2-Clause; BSD-3-Clause; BSL-1.0; CC0-1.0; FTL; ICU; IETF; IJG; ISC; Libpng; mit-addition; mit-modern; mit-old-style-no-advert; MPL-2.0; naist-2003; NCSA; OpenSSL; openssl-nokia-psk-contribution; openssl-ssleay; proprietary-license; public-domain; SGI-B-2.0; Unicode-DFS-2016; X11; x11-opengroup; Zlib,Pub,https://pub.dartlang.org/packages/provider,provider,
rename,3.0.2,,"Helps you to change or rename your flutter project BundleId and AppName for Ios, Android, MacOS and Linux platforms",MIT,,Pub,https://github.com/onatcipli/rename.git,rename,
shared_preferences,2.3.2,,Flutter plugin for reading and writing simple key-value pairs. Wraps NSUserDefaults on iOS and SharedPreferences on Android.,BSD-3-Clause,,Pub,https://pub.dartlang.org/packages/shared_preferences,shared_preferences,
share_plus,8.0.3,,"Flutter plugin for sharing content via the platform share UI, using the ACTION_SEND intent on Android and UIActivityViewController on iOS.",BSD-3-Clause,,Pub,https://github.com/fluttercommunity/plus_plugins,share_plus,
syncfusion_flutter_pdf,25.2.7,,"The Flutter PDF is a library written natively in Dart for creating, reading, editing, and securing PDF files in Android, iOS, and web platforms.",unknown,,Pub,https://github.com/syncfusion/flutter-widgets/tree/master/packages/syncfusion_flutter_pdf,syncfusion_flutter_pdf,
url_launcher,6.3.0,,"Flutter plugin for launching a URL. Supports web, phone, SMS, and email schemes.",BSD-3-Clause,,Pub,https://pub.dartlang.org/packages/url_launcher,url_launcher,
uuid,4.5.0,,"RFC4122 (v1, v4, v5, v6, v7, v8) UUID Generator and Parser for Dart
",MIT,,Pub,https://pub.dartlang.org/packages/uuid,uuid,
DKImagePickerController/Core,4.3.9,zhangao0086@gmail.com,,MIT,,CocoaPods,https://github.com/zhangao0086/DKImagePickerController,file_picker > DKImagePickerController/PhotoGallery > DKImagePickerController/Core,
DKImagePickerController/ImageDataManager,4.3.9,zhangao0086@gmail.com,,MIT,,CocoaPods,https://github.com/zhangao0086/DKImagePickerController,file_picker > DKImagePickerController/PhotoGallery > DKImagePickerController/Core > DKImagePickerController/ImageDataManager,
DKImagePickerController/PhotoGallery,4.3.9,zhangao0086@gmail.com,,MIT,,CocoaPods,https://github.com/zhangao0086/DKImagePickerController,file_picker > DKImagePickerController/PhotoGallery,
DKImagePickerController/Resource,4.3.9,zhangao0086@gmail.com,,MIT,,CocoaPods,https://github.com/zhangao0086/DKImagePickerController,file_picker > DKImagePickerController/PhotoGallery > DKImagePickerController/Core > DKImagePickerController/Resource,
DKPhotoGallery,0.0.19,zhangao0086@gmail.com,,MIT,,CocoaPods,https://github.com/zhangao0086/DKPhotoGallery,file_picker > DKImagePickerController/PhotoGallery > DKPhotoGallery,
DKPhotoGallery/Core,0.0.19,zhangao0086@gmail.com,,MIT,,CocoaPods,https://github.com/zhangao0086/DKPhotoGallery,file_picker > DKImagePickerController/PhotoGallery > DKPhotoGallery > DKPhotoGallery/Core,
DKPhotoGallery/Model,0.0.19,zhangao0086@gmail.com,,MIT,,CocoaPods,https://github.com/zhangao0086/DKPhotoGallery,"file_picker > DKImagePickerController/PhotoGallery > DKPhotoGallery > DKPhotoGallery/Core > DKPhotoGallery/Preview > DKPhotoGallery/Model,file_picker > DKImagePickerController/PhotoGallery > DKPhotoGallery > DKPhotoGallery/Preview > DKPhotoGallery/Model,file_picker > DKImagePickerController/PhotoGallery > DKPhotoGallery > DKPhotoGallery/Core > DKPhotoGallery/Model,file_picker > DKImagePickerController/PhotoGallery > DKPhotoGallery > DKPhotoGallery/Model",
DKPhotoGallery/Preview,0.0.19,zhangao0086@gmail.com,,MIT,,CocoaPods,https://github.com/zhangao0086/DKPhotoGallery,"file_picker > DKImagePickerController/PhotoGallery > DKPhotoGallery > DKPhotoGallery/Core > DKPhotoGallery/Preview,file_picker > DKImagePickerController/PhotoGallery > DKPhotoGallery > DKPhotoGallery/Preview",
DKPhotoGallery/Resource,0.0.19,zhangao0086@gmail.com,,MIT,,CocoaPods,https://github.com/zhangao0086/DKPhotoGallery,"file_picker > DKImagePickerController/PhotoGallery > DKPhotoGallery > DKPhotoGallery/Core > DKPhotoGallery/Preview > DKPhotoGallery/Resource,file_picker > DKImagePickerController/PhotoGallery > DKPhotoGallery > DKPhotoGallery/Preview > DKPhotoGallery/Resource,file_picker > DKImagePickerController/PhotoGallery > DKPhotoGallery > DKPhotoGallery/Resource",
FlutterMacOS,3.16.0,flutter-dev@googlegroups.com,"Flutter is Google's UI toolkit for building beautiful, fast apps for mobile, web, desktop, and embedded devices from a single codebase.
This pod vends the macOS release mode Flutter engine framework. It is compatible with application frameworks created with this version of the engine and tools.",,BSD-3-Clause,CocoaPods,https://flutter.dev/,"sqflite > FlutterMacOS,shared_preferences_foundation > FlutterMacOS,path_provider_foundation > FlutterMacOS",
ReachabilitySwift,5.0.0,ashleymills@mac.com,,MIT,BSD-2-Clause,CocoaPods,https://github.com/ashleymills/Reachability.swift,connectivity_plus > ReachabilitySwift,
SDWebImage,5.19.2,rs@dailymotion.com,"This library provides a category for UIImageView with support for remote images coming from the web. It provides an UIImageView category adding web image and cache management to the Cocoa Touch framework, an asynchronous image downloader, an asynchronous memory + disk image caching with automatic cache expiration handling, a guarantee that the same URL won't be downloaded several times, a guarantee that bogus URLs won't be retried again and again, and performances!",MIT,Apache-2.0,CocoaPods,https://github.com/SDWebImage/SDWebImage,"file_picker > DKImagePickerController/PhotoGallery > DKPhotoGallery > DKPhotoGallery/Core > DKPhotoGallery/Preview > DKPhotoGallery/Resource > SDWebImage,file_picker > DKImagePickerController/PhotoGallery > DKPhotoGallery > DKPhotoGallery/Preview > DKPhotoGallery/Resource > SDWebImage,file_picker > DKImagePickerController/PhotoGallery > DKPhotoGallery > DKPhotoGallery/Resource > SDWebImage,file_picker > DKImagePickerController/PhotoGallery > DKPhotoGallery > DKPhotoGallery/Core > DKPhotoGallery/Preview > SDWebImage,file_picker > DKImagePickerController/PhotoGallery > DKPhotoGallery > DKPhotoGallery/Preview > SDWebImage,file_picker > DKImagePickerController/PhotoGallery > DKPhotoGallery > DKPhotoGallery/Preview > DKPhotoGallery/Model > SDWebImage,file_picker > DKImagePickerController/PhotoGallery > DKPhotoGallery > DKPhotoGallery/Core > DKPhotoGallery/Model > SDWebImage,file_picker > DKImagePickerController/PhotoGallery > DKPhotoGallery > DKPhotoGallery/Model > SDWebImage,file_picker > DKImagePickerController/PhotoGallery > DKPhotoGallery > DKPhotoGallery/Core > SDWebImage,file_picker > DKImagePickerController/PhotoGallery > DKPhotoGallery > SDWebImage",
SDWebImage/Core,5.19.2,rs@dailymotion.com,"This library provides a category for UIImageView with support for remote images coming from the web. It provides an UIImageView category adding web image and cache management to the Cocoa Touch framework, an asynchronous image downloader, an asynchronous memory + disk image caching with automatic cache expiration handling, a guarantee that the same URL won't be downloaded several times, a guarantee that bogus URLs won't be retried again and again, and performances!",MIT,Apache-2.0,CocoaPods,https://github.com/SDWebImage/SDWebImage,"DKImagePickerController/PhotoGallery > DKPhotoGallery > DKPhotoGallery/Core > DKPhotoGallery/Preview > DKPhotoGallery/Resource > SDWebImage > SDWebImage/Core,file_picker > DKImagePickerController/PhotoGallery > DKPhotoGallery > DKPhotoGallery/Preview > DKPhotoGallery/Resource > SDWebImage > SDWebImage/Core,file_picker > DKImagePickerController/PhotoGallery > DKPhotoGallery > DKPhotoGallery/Resource > SDWebImage > SDWebImage/Core,file_picker > DKImagePickerController/PhotoGallery > DKPhotoGallery > DKPhotoGallery/Core > DKPhotoGallery/Preview > SDWebImage > SDWebImage/Core,file_picker > DKImagePickerController/PhotoGallery > DKPhotoGallery > DKPhotoGallery/Preview > SDWebImage > SDWebImage/Core,file_picker > DKImagePickerController/PhotoGallery > DKPhotoGallery > DKPhotoGallery/Preview > DKPhotoGallery/Model > SDWebImage > SDWebImage/Core,file_picker > DKImagePickerController/PhotoGallery > DKPhotoGallery > DKPhotoGallery/Core > DKPhotoGallery/Model > SDWebImage > SDWebImage/Core,file_picker > DKImagePickerController/PhotoGallery > DKPhotoGallery > DKPhotoGallery/Model > SDWebImage > SDWebImage/Core,file_picker > DKImagePickerController/PhotoGallery > DKPhotoGallery > DKPhotoGallery/Core > SDWebImage > SDWebImage/Core,file_picker > DKImagePickerController/PhotoGallery > DKPhotoGallery > SDWebImage > SDWebImage/Core",
SwiftyGif,5.4.5,alexis.creuzot@gmail.com,,MIT,,CocoaPods,https://github.com/kirualex/SwiftyGif,"file_picker > DKImagePickerController/PhotoGallery > DKPhotoGallery > DKPhotoGallery/Core > DKPhotoGallery/Preview > DKPhotoGallery/Resource > SwiftyGif,file_picker > DKImagePickerController/PhotoGallery > DKPhotoGallery > DKPhotoGallery/Preview > DKPhotoGallery/Resource > SwiftyGif,file_picker > DKImagePickerController/PhotoGallery > DKPhotoGallery > DKPhotoGallery/Resource > SwiftyGif,file_picker > DKImagePickerController/PhotoGallery > DKPhotoGallery > DKPhotoGallery/Core > DKPhotoGallery/Preview > SwiftyGif,file_picker > DKImagePickerController/PhotoGallery > DKPhotoGallery > DKPhotoGallery/Preview > SwiftyGif,file_picker > DKImagePickerController/PhotoGallery > DKPhotoGallery > DKPhotoGallery/Preview > DKPhotoGallery/Model > SwiftyGif,file_picker > DKImagePickerController/PhotoGallery > DKPhotoGallery > DKPhotoGallery/Core > DKPhotoGallery/Model > SwiftyGif,file_picker > DKImagePickerController/PhotoGallery > DKPhotoGallery > DKPhotoGallery/Model > SwiftyGif,file_picker > DKImagePickerController/PhotoGallery > DKPhotoGallery > DKPhotoGallery/Core > SwiftyGif,file_picker > DKImagePickerController/PhotoGallery > DKPhotoGallery > SwiftyGif",
Toast,4.1.0,scalessec@gmail.com,,MIT,,CocoaPods,https://github.com/scalessec/Toast,fluttertoast > Toast,
